assessment_id,nome_cientifico,ano_publicacao,data_avaliacao,categoria_risco_codigo,e_avaliacao_atual,possivelmente_extinta,criterio,escopo
9529584,Brachyteles hypoxanthus,1996,1996-08-01,EN,False,False,"B1+2abcde, C2a",Global
9529935,Brachyteles hypoxanthus,1988,1988-01-01,E,False,False,,Global
96077958,Hylodes mertensi,2023,2021-04-09,CR,True,True,D,Global
11570630,Hylodes mertensi,2004,2004-04-30,DD,False,False,,Global
246422303,Anthus nattereri,2024,2023-10-05,VU,True,False,A2c+3c+4c,Global
111121906,Anthus nattereri,2017,2016-10-01,VU,False,False,A2c,Global
94588970,Anthus nattereri,2016,2016-10-01,VU,False,False,A2c,Global
38123787,Anthus nattereri,2012,2012-05-01,VU,False,False,A2c,Global
23744848,Anthus nattereri,2008,2008-05-01,VU,False,False,A2c,Global
23745679,Anthus nattereri,2004,2004-05-01,VU,False,False,A2c+3c,Global
23746639,Anthus nattereri,2000,2000-05-01,VU,False,False,A1c+2c,Global
23747272,Anthus nattereri,1996,1996-05-01,EN,False,False,,Global
23747827,Anthus nattereri,1994,1994-05-01,EN,False,False,,Global
23748377,Anthus nattereri,1988,1988-05-01,T,False,False,,Global
1815242,Gymnolebias jaegari,2023,2018-11-07,EN,True,False,"B1ab(ii,iii)",Global
2872747,Carcharhinus obscurus,2019,2018-11-06,EN,True,False,A2bd,Global
16527849,Carcharhinus obscurus,2016,2016-03-25,DD,True,False,,Mediterranean
48951881,Carcharhinus obscurus,2015,2014-11-18,DD,True,False,,Europe
10127245,Carcharhinus obscurus,2009,2007-02-14,VU,False,False,A2bd,Global
10127786,Carcharhinus obscurus,2000,2000-06-30,LR/nt,False,False,,Global
10127224,Carcharhinus obscurus,1996,1996-08-01,EN,False,False,A1d+2d,Global
172217029,Crossodactylodes izecksohni,2023,2021-04-09,EN,True,False,B1ab(iii),Global
11465530,Crossodactylodes izecksohni,2004,2004-04-30,NT,False,False,,Global
118968809,Amazona rhodocorytha,2017,2017-10-01,VU,True,False,"B2ab(i,ii,iii,iv,v); C2a(i)",Global
93106057,Amazona rhodocorytha,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
48049107,Amazona rhodocorytha,2013,2013-11-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
37941981,Amazona rhodocorytha,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
23280362,Amazona rhodocorytha,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
23281174,Amazona rhodocorytha,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
23282088,Amazona rhodocorytha,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
23282944,Amazona rhodocorytha,1996,1996-05-01,EN,False,False,,Global
23283640,Amazona rhodocorytha,1994,1994-05-01,EN,False,False,,Global
23284335,Amazona rhodocorytha,1988,1988-05-01,T,False,False,,Global
50382216,Physeter macrocephalus,2025,2025-05-14,VU,True,False,A1d,Global
283652070,Physeter macrocephalus,2023,2022-12-16,VU,True,False,A1d,Europe
218568250,Physeter macrocephalus,2023,2022-12-16,VU,False,False,A1d,Europe
10554884,Physeter macrocephalus,2008,2008-06-30,VU,False,False,A1d,Global
160983555,Physeter macrocephalus,2019,2008-06-30,VU,False,False,A1d,Global
10554562,Physeter macrocephalus,2007,2007-01-26,VU,False,False,A1d,Europe
2955634,Physeter macrocephalus,2012,2006-09-27,EN,True,False,C2a(ii),Mediterranean
10554198,Physeter macrocephalus,1996,1996-08-01,VU,False,False,A1bd,Global
10555849,Physeter macrocephalus,1996,1996-01-01,VU,False,False,,Global
10554541,Physeter macrocephalus,1994,1994-01-01,K,False,False,,Global
1814259,Leptopanchax citrinipinnis,2022,2018-11-07,CR,True,False,"B2ab(i,ii,iii)",Global
199588470,Campylorhamphus multostriatus,2021,2021-07-12,NT,True,False,A3c+4c,Global
112319176,Campylorhamphus multostriatus,2017,2016-10-01,LC,False,False,,Global
104051694,Campylorhamphus multostriatus,2016,2016-10-01,LC,False,False,,Global
163887639,Phaethon lepturus,2020,2019-12-09,LC,True,False,,Global
131756065,Phaethon lepturus,2018,2018-08-07,LC,False,False,,Global
111235714,Phaethon lepturus,2017,2016-10-01,LC,False,False,,Global
93576934,Phaethon lepturus,2016,2016-10-01,LC,False,False,,Global
40271010,Phaethon lepturus,2012,2012-05-01,LC,False,False,,Global
32724844,Phaethon lepturus,2009,2009-05-01,LC,False,False,,Global
32726640,Phaethon lepturus,2008,2008-05-01,LC,False,False,,Global
32728403,Phaethon lepturus,2004,2004-05-01,LC,False,False,,Global
32730036,Phaethon lepturus,2000,2000-05-01,LR/lc,False,False,,Global
32731646,Phaethon lepturus,1994,1994-05-01,LR/lc,False,False,,Global
32733180,Phaethon lepturus,1988,1988-05-01,LR/lc,False,False,,Global
132176387,Leptodon forbesi,2018,2018-08-09,EN,True,False,C2a(ii),Global
118848007,Leptodon forbesi,2017,2017-10-01,EN,False,False,C2a(ii),Global
94875172,Leptodon forbesi,2016,2016-10-01,CR,False,False,C2a(i),Global
79327877,Leptodon forbesi,2015,2015-10-01,CR,False,False,C2a(i),Global
49758122,Leptodon forbesi,2013,2013-11-01,CR,False,False,C2a(i),Global
37872110,Leptodon forbesi,2012,2012-05-01,CR,False,False,C2a(i),Global
29952703,Leptodon forbesi,2011,2011-05-01,CR,False,False,C2a(i),Global
29953644,Leptodon forbesi,2010,2010-05-01,CR,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
29954247,Leptodon forbesi,2009,2009-05-01,CR,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
29955154,Leptodon forbesi,2008,2008-05-01,CR,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
29942339,Leptodon forbesi,2004,2004-05-01,CR,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
29943380,Leptodon forbesi,2000,2000-05-01,CR,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
29943807,Leptodon forbesi,1994,1994-05-01,NE,False,False,,Global
29944530,Leptodon forbesi,1988,1988-05-01,NR,False,False,,Global
132162969,Sporophila frontalis,2018,2018-08-09,VU,True,False,A2cd+3cd+4cd; C2a(i),Global
94815206,Sporophila frontalis,2016,2016-10-01,VU,False,False,A2cd+3cd+4cd;C2a(i),Global
38203530,Sporophila frontalis,2012,2012-05-01,VU,False,False,A2cd+3cd+4cd;C2a(i),Global
35382073,Sporophila frontalis,2008,2008-05-01,VU,False,False,A2cd+3cd+4cd;C2a(i),Global
35383014,Sporophila frontalis,2004,2004-05-01,VU,False,False,A2cd+3cd;C2a(i),Global
35383849,Sporophila frontalis,2000,2000-05-01,VU,False,False,A1cd+2cd;C1+2a(i),Global
35384491,Sporophila frontalis,1996,1996-05-01,EN,False,False,,Global
35385175,Sporophila frontalis,1994,1994-05-01,EN,False,False,,Global
35385764,Sporophila frontalis,1988,1988-05-01,T,False,False,,Global
177522676,Celeus galeatus,2020,2020-06-17,VU,True,False,C2a(i),Global
92902924,Celeus galeatus,2016,2016-10-01,VU,False,False,A2c+3c+4c; C2a(i),Global
37959860,Celeus galeatus,2012,2012-05-01,VU,False,False,A2c+3c+4c;C2a(i),Global
27288640,Celeus galeatus,2011,2011-05-01,VU,False,False,A2c+3c+4c;C2a(i),Global
27291104,Celeus galeatus,2008,2008-05-01,VU,False,False,A2c+3c,Global
27292013,Celeus galeatus,2004,2004-05-01,VU,False,False,A2c+3c,Global
27292756,Celeus galeatus,2000,2000-05-01,VU,False,False,A2c,Global
27293343,Celeus galeatus,1996,1996-05-01,EN,False,False,,Global
27294055,Celeus galeatus,1994,1994-05-01,EN,False,False,,Global
27294713,Celeus galeatus,1988,1988-05-01,T,False,False,,Global
172219990,Ischnocnema epipeda,2023,2021-04-09,CR,True,True,D,Global
11486386,Ischnocnema epipeda,2004,2004-04-30,NT,False,False,,Global
254541900,Halichoeres rubrovirens,2025,2024-07-02,VU,True,False,B2ab(iii),Global
175186839,Formicivora erythronotos,2020,2020-07-06,EN,True,False,B1ab(iii)+2ab(iii),Global
93839406,Formicivora erythronotos,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
38068201,Formicivora erythronotos,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
28086559,Formicivora erythronotos,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
28087342,Formicivora erythronotos,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
28088146,Formicivora erythronotos,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
28088612,Formicivora erythronotos,1996,1996-05-01,CR,False,False,,Global
28089375,Formicivora erythronotos,1994,1994-05-01,CR,False,False,,Global
28089946,Formicivora erythronotos,1988,1988-05-01,T,False,False,,Global
276219634,Phyllomyias reiseri,2025,2025-02-26,LC,True,False,,Global
93714507,Phyllomyias reiseri,2016,2016-10-01,LC,False,False,,Global
38646034,Phyllomyias reiseri,2012,2012-05-01,LC,False,False,,Global
33073962,Phyllomyias reiseri,2009,2009-05-01,LC,False,False,,Global
33074409,Phyllomyias reiseri,2008,2008-05-01,LC,False,False,,Global
33074692,Phyllomyias reiseri,2004,2004-05-01,LC,False,False,,Global
33075282,Phyllomyias reiseri,2000,2000-05-01,LR/lc,False,False,,Global
33075778,Phyllomyias reiseri,1994,1994-05-01,LR/nt,False,False,,Global
33075909,Phyllomyias reiseri,1988,1988-05-01,NT,False,False,,Global
124137561,Johngarthia lagostoma,2025,2024-03-27,EN,True,False,B1ab(iii)+2ab(iii),Global
194212429,Forcepsioneura machadorum,2022,2021-01-26,DD,True,False,,Global
164501997,Matilebias alexandri,2024,2020-12-10,VU,True,False,A2ce,Global
1825879,Isbrueckerichthys saxicola,2022,2018-11-07,CR,True,False,B2ab(iii),Global
116419884,Coleodactylus elizae,2021,2014-08-04,DD,True,False,,Global
49845638,Tropidurus mucujensis,2021,2014-08-04,DD,True,False,,Global
181776578,Terenura sicki,2021,2020-08-13,CR,True,False,C2a(i),Global
130696738,Terenura sicki,2018,2018-08-07,CR,False,False,C2a(i),Global
118543013,Terenura sicki,2017,2016-10-01,CR,False,False,C2a(i),Global
93841602,Terenura sicki,2016,2016-10-01,CR,False,False,C2a(i),Global
38086025,Terenura sicki,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
36166903,Terenura sicki,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
36167624,Terenura sicki,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i)",Global
36168159,Terenura sicki,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,v)",Global
36168804,Terenura sicki,1996,1996-05-01,VU,False,False,,Global
36169302,Terenura sicki,1994,1994-05-01,VU,False,False,,Global
36170010,Terenura sicki,1988,1988-05-01,T,False,False,,Global
1822624,Steindachneridion melanodermatum,2021,2018-11-07,EN,True,False,"B2ab(ii,iii)",Global
154324051,Amphisbaena nigricauda,2021,2014-08-22,VU,True,False,B1ab(iii),Global
172197685,Holoaden bradei,2023,2021-04-09,CR,True,True,D,Global
3183473,Holoaden bradei,2004,2004-04-30,CR,False,True,"B2ab(iii,v)",Global
3183597,Holoaden bradei,1996,1996-08-01,CR,False,False,A1a,Global
17928341,Lagothrix lagothricha lagothricha,2020,2020-03-16,VU,False,False,A3cd,Global
192309103,Lagothrix lagothricha lagothricha,2021,2020-03-16,VU,False,False,A3cd,Global
254036136,Lagothrix lagothricha lagothricha,2021,2020-03-16,VU,True,False,A4cd,Global
2899669,Squatina occulta,2019,2018-06-07,CR,True,False,A2bd,Global
10202712,Squatina occulta,2007,2007-03-01,EN,False,False,A2bd,Global
10202830,Squatina occulta,2000,2000-06-30,EN,False,False,A1abd+A2d,Global
1821829,Hypsolebias hellneri,2022,2018-11-07,EN,True,False,"B2ab(i,ii,iii,iv,v)",Global
277471378,Acrobatornis fonsecai,2025,2025-05-12,NT,True,False,B1b(iii); C2a(ii),Global
111141150,Acrobatornis fonsecai,2017,2016-10-01,VU,False,False,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",Global
94869840,Acrobatornis fonsecai,2016,2016-10-01,VU,False,False,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",Global
39222117,Acrobatornis fonsecai,2012,2012-05-01,VU,False,False,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",Global
22865437,Acrobatornis fonsecai,2008,2008-05-01,VU,False,False,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",Global
22865898,Acrobatornis fonsecai,2004,2004-05-01,VU,False,False,"A2c+3c+4c;B1ab(i,ii,iii,v);C2a(i)",Global
22866353,Acrobatornis fonsecai,2000,2000-05-01,VU,False,False,"A2c;B1ab(i,ii,iii,v);C1+2a(i)",Global
22867575,Acrobatornis fonsecai,1994,1994-05-01,NR,False,False,,Global
22868011,Acrobatornis fonsecai,1988,1988-05-01,NR,False,False,,Global
210421948,Scytalopus iraiensis,2023,2023-03-07,VU,True,False,"B2ab(ii,iii,v)",Global
94986972,Scytalopus iraiensis,2016,2016-10-01,EN,False,False,"A3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",Global
50440226,Scytalopus iraiensis,2013,2013-11-01,EN,False,False,"A3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",Global
38140315,Scytalopus iraiensis,2012,2012-05-01,EN,False,False,"A3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",Global
35051554,Scytalopus iraiensis,2008,2008-05-01,EN,False,False,"A3c+4c;B1ab(i,ii,iii,iv,v);C2a(i)",Global
35052573,Scytalopus iraiensis,2004,2004-05-01,EN,False,False,"A3c;B1ab(i,ii,iii,iv,v);C2a(i)",Global
35053364,Scytalopus iraiensis,2000,2000-05-01,EN,False,False,"A2ce;B1ab(i,ii,iii,iv,v);C2a(i)",Global
35054271,Scytalopus iraiensis,1994,1994-05-01,NR,False,False,,Global
35055031,Scytalopus iraiensis,1988,1988-05-01,NR,False,False,,Global
134660286,Ancistrus minutus,2021,2018-11-07,EN,True,False,"B2ab(i,ii,iii)",Global
277250124,Alectrurus tricolor,2025,2025-04-03,VU,True,False,C2a(i),Global
110738421,Alectrurus tricolor,2017,2016-10-01,VU,False,False,A2c+3c+4c,Global
93767738,Alectrurus tricolor,2016,2016-10-01,VU,False,False,A2c+3c+4c,Global
38075964,Alectrurus tricolor,2012,2012-05-01,VU,False,False,A2c+3c+4c,Global
23169932,Alectrurus tricolor,2011,2011-05-01,VU,False,False,A2c+3c+4c,Global
23170926,Alectrurus tricolor,2008,2008-05-01,VU,False,False,A2c+3c+4c,Global
23171837,Alectrurus tricolor,2004,2004-05-01,VU,False,False,A2c+3c,Global
23172746,Alectrurus tricolor,2000,2000-05-01,VU,False,False,A1c+2c;C1+2a(i),Global
23174079,Alectrurus tricolor,1994,1994-05-01,LR/nt,False,False,,Global
23164469,Alectrurus tricolor,1988,1988-05-01,NT,False,False,,Global
229884129,Selenidera gouldii baturitensis,2023,2023-03-10,LC,True,False,,Global
92931217,Selenidera gouldii baturitensis,2016,2016-10-01,LC,False,False,,Global
40575139,Selenidera gouldii baturitensis,2012,2012-05-01,LC,False,False,,Global
35105966,Selenidera gouldii baturitensis,2009,2009-05-01,LC,False,False,,Global
35106127,Selenidera gouldii baturitensis,2008,2008-05-01,LC,False,False,,Global
35106998,Selenidera gouldii baturitensis,2004,2004-05-01,LC,False,False,,Global
35107324,Selenidera gouldii baturitensis,2000,2000-05-01,LR/lc,False,False,,Global
35107940,Selenidera gouldii baturitensis,1994,1994-05-01,LR/lc,False,False,,Global
35108553,Selenidera gouldii baturitensis,1988,1988-05-01,LR/lc,False,False,,Global
1818569,Hypsolebias delucai,2023,2022-05-18,VU,True,False,D2,Global
130393975,Squatina guggenheim,2019,2018-06-07,EN,True,False,A2bd,Global
137406999,Synallaxis infuscata,2025,2025-05-12,EN,True,False,C2a(i),Global
93868526,Synallaxis infuscata,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,iv); C2a(i)",Global
38299931,Synallaxis infuscata,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
35878788,Synallaxis infuscata,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
35879686,Synallaxis infuscata,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v); C2a(i)",Global
35880565,Synallaxis infuscata,2000,2000-05-01,CR,False,False,"B1ab(i,ii,iii,iv,v)",Global
35881392,Synallaxis infuscata,1996,1996-05-01,EN,False,False,,Global
35882263,Synallaxis infuscata,1994,1994-05-01,EN,False,False,,Global
35882637,Synallaxis infuscata,1988,1988-05-01,T,False,False,,Global
277173816,Rhopornis ardesiacus,2025,2025-05-12,NT,True,False,C2a(i),Global
93845408,Rhopornis ardesiacus,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
38113113,Rhopornis ardesiacus,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
34819551,Rhopornis ardesiacus,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
34820278,Rhopornis ardesiacus,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
34820855,Rhopornis ardesiacus,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,iv,v);C2a(i)",Global
34821422,Rhopornis ardesiacus,1996,1996-05-01,EN,False,False,,Global
34822115,Rhopornis ardesiacus,1994,1994-05-01,EN,False,False,,Global
34798977,Rhopornis ardesiacus,1988,1988-05-01,T,False,False,,Global
173832355,Hypsolebias shibattai,2021,2021-01-04,CR,True,False,B1ab(iii)+2ab(iii),Global
1820999,Hypsolebias flavicaudatus,2023,2022-05-18,EN,True,False,"B1ab(ii,iii)+2ab(ii,iii)",Global
233710496,Glossoscolex matogrossensis,2023,2022-04-29,VU,True,False,B1ab(iii),Global
17973667,Callicebus nigrifrons,2020,2015-01-26,NT,True,False,A2c,Global
10294282,Callicebus nigrifrons,2008,2008-06-30,NT,False,False,,Global
10294442,Callicebus nigrifrons,2003,2003-04-30,NT,False,False,,Global
10294253,Callicebus nigrifrons,2000,2000-06-30,VU,False,False,A1c,Global
10294230,Callicebus nigrifrons,1996,1996-08-01,VU,False,False,A1c,Global
10294514,Callicebus nigrifrons,1996,1996-01-01,VU,False,False,,Global
10294493,Callicebus nigrifrons,1994,1994-01-01,E,False,False,,Global
17935020,Leontopithecus chrysomelas,2020,2020-01-24,EN,False,False,A3c,Global
192327573,Leontopithecus chrysomelas,2021,2020-01-24,EN,True,False,A3c,Global
10347712,Leontopithecus chrysomelas,2008,2008-06-30,EN,False,False,A2c,Global
10347916,Leontopithecus chrysomelas,2003,2003-04-30,EN,False,False,B2ab(i-v); C2a(i),Global
10347662,Leontopithecus chrysomelas,2000,2000-06-30,EN,False,False,"B1+2abcde, C2a",Global
10347689,Leontopithecus chrysomelas,1996,1996-08-01,EN,False,False,"B1+2abcde, C2a",Global
10348065,Leontopithecus chrysomelas,1996,1996-01-01,EN,False,False,,Global
10348046,Leontopithecus chrysomelas,1994,1994-01-01,E,False,False,,Global
10347989,Leontopithecus chrysomelas,1990,1990-01-01,E,False,False,,Global
10347970,Leontopithecus chrysomelas,1988,1988-01-01,E,False,False,,Global
10348027,Leontopithecus chrysomelas,1986,1986-01-01,E,False,False,,Global
10348008,Leontopithecus chrysomelas,1982,1982-01-01,E,False,False,,Global
154323568,Ameiva parecis,2021,2013-10-11,VU,True,False,B1ab(iii),Global
68236052,Philodryas livida,2020,2014-11-12,VU,True,False,A2c,Global
7436088,Philodryas livida,2010,2009-06-30,VU,False,False,A2c,Global
223813173,Thamnophilus nigrocinereus huberi,2023,2023-01-27,LC,True,False,,Global
93822641,Thamnophilus nigrocinereus huberi,2016,2016-10-01,NT,False,False,A3c,Global
39153843,Thamnophilus nigrocinereus huberi,2012,2012-05-01,NT,False,False,A3c,Global
36279832,Thamnophilus nigrocinereus huberi,2009,2009-05-01,LC,False,False,,Global
36280361,Thamnophilus nigrocinereus huberi,2008,2008-05-01,LC,False,False,,Global
36280881,Thamnophilus nigrocinereus huberi,2004,2004-05-01,LC,False,False,,Global
36281387,Thamnophilus nigrocinereus huberi,2000,2000-05-01,LR/lc,False,False,,Global
36268773,Thamnophilus nigrocinereus huberi,1994,1994-05-01,LR/lc,False,False,,Global
36269263,Thamnophilus nigrocinereus huberi,1988,1988-05-01,LR/lc,False,False,,Global
139559718,Melanorivulus leali,2021,2018-11-07,DD,True,False,,Global
154324430,Leposoma puk,2021,2013-10-11,EN,True,False,B1ab(iii),Global
136894598,Hypsolebias lopesi,2022,2018-11-07,VU,True,False,D2,Global
3095153,Ginglymostoma cirratum,2021,2019-07-05,VU,True,False,A2bcd,Global
22160030,Ozotoceros bezoarticus leucogaster,2016,2015-10-01,NT,True,False,,Global
5183264,Ozotoceros bezoarticus leucogaster,2008,2008-06-30,NT,False,False,,Global
5183515,Ozotoceros bezoarticus leucogaster,2002,2002-01-01,NT,False,False,,Global
5183222,Ozotoceros bezoarticus leucogaster,1996,1996-08-01,LR/nt,False,False,,Global
5183698,Ozotoceros bezoarticus leucogaster,1994,1994-01-01,K,False,False,,Global
5183244,Ozotoceros bezoarticus leucogaster,1965,1965-01-01,N/A,False,False,,Global
172231095,Chiasmocleis alagoana,2023,2021-04-09,VU,True,False,B1ab(iii),Global
11679941,Chiasmocleis alagoana,2004,2004-04-30,DD,False,False,,Global
135333177,Scriptosaura catimbau,2019,2014-08-04,LC,True,False,,Global
136638024,Tinamus tao,2019,2018-10-15,VU,True,False,A3c,Global
92757000,Tinamus tao,2016,2016-10-01,VU,False,False,A3c,Global
40071738,Tinamus tao,2012,2012-05-01,VU,False,False,A3c,Global
36421095,Tinamus tao,2009,2009-05-01,LC,False,False,,Global
36421986,Tinamus tao,2008,2008-05-01,LC,False,False,,Global
36422635,Tinamus tao,2004,2004-05-01,LC,False,False,,Global
36423411,Tinamus tao,2000,2000-05-01,LR/lc,False,False,,Global
36400529,Tinamus tao,1994,1994-05-01,LR/lc,False,False,,Global
36400969,Tinamus tao,1988,1988-05-01,LR/lc,False,False,,Global
141168132,Trichomycterus dali,2022,2018-11-07,VU,True,False,B1ab(iii),Global
1825369,Ophthalmolebias rosaceus,2022,2018-11-07,VU,True,False,D2,Global
233710521,Glossoscolex riograndensis,2023,2022-04-29,EN,True,False,B1ab(iii),Global
215548623,Sapajus cay,2022,2022-03-15,VU,False,False,A2cd+3cd,Global
222944655,Sapajus cay,2022,2022-03-15,VU,True,False,A2cd+3cd,Global
70612310,Sapajus cay,2018,2015-01-26,LC,False,False,,Global
192593536,Sapajus cay,2021,2015-01-26,LC,False,False,,Global
70612036,Sapajus cay,2015,2008-07-01,LC,False,False,,Global
4281242,Sapajus cay,2008,2008-06-30,LC,False,False,,Global
221510432,Penelope jacucaca,2023,2022-09-27,VU,True,False,A2cd+3cd+4cd,Global
92772529,Penelope jacucaca,2016,2016-10-01,VU,False,False,A2cd+3cd+4cd,Global
37863310,Penelope jacucaca,2012,2012-05-01,VU,False,False,A2cd+3cd+4cd,Global
32610707,Penelope jacucaca,2008,2008-05-01,VU,False,False,A2cd+3cd+4cd,Global
32611474,Penelope jacucaca,2004,2004-05-01,VU,False,False,A2bcd+3bcd,Global
32612258,Penelope jacucaca,2000,2000-05-01,LR/nt,False,False,,Global
32613027,Penelope jacucaca,1994,1994-05-01,LR/nt,False,False,,Global
32613659,Penelope jacucaca,1988,1988-05-01,T,False,False,,Global
231086906,Malacoptila minor,2023,2023-03-28,EN,True,False,A3c+4c,Global
95146640,Malacoptila minor,2016,2016-10-01,EN,False,False,A4c,Global
45359649,Malacoptila minor,2014,2014-07-24,EN,False,False,A4c,Global
22196926,Ctenomys flamarioni,2019,2016-06-06,EN,True,False,"B2ab(i,ii,iii,v)",Global
4295063,Ctenomys flamarioni,2008,2008-06-30,EN,False,False,"B1ab(i,iii,iv)",Global
1813422,Crenicichla jupiaensis,2023,2020-11-11,NT,True,False,B1b(iii)+2b(iii),Global
221464106,Crax blumenbachii,2023,2022-09-26,EN,True,False,C2a(i),Global
92777952,Crax blumenbachii,2016,2016-10-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
48007541,Crax blumenbachii,2013,2013-11-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
37817636,Crax blumenbachii,2012,2012-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
26639983,Crax blumenbachii,2008,2008-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
26640938,Crax blumenbachii,2004,2004-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
26641754,Crax blumenbachii,2000,2000-05-01,EN,False,False,"B1ab(i,ii,iii,v);C2a(i);D",Global
26642597,Crax blumenbachii,1996,1996-05-01,CR,False,False,,Global
26643217,Crax blumenbachii,1994,1994-05-01,CR,False,False,,Global
26643964,Crax blumenbachii,1988,1988-05-01,T,False,False,,Global
107026068,Macrobrachium denticulatum,2013,2012-04-17,CR,True,True,"B1ab(iii,v)",Global
2494231,Macrobrachium denticulatum,2013,2012-04-17,CR,False,True,"B1ab(iii,v)",Global
200093371,Xipholena lamellipennis,2021,2021-04-16,NT,True,False,A3c+4c,Global
93802939,Xipholena lamellipennis,2016,2016-10-01,NT,False,False,A3c,Global
38638981,Xipholena lamellipennis,2012,2012-05-01,NT,False,False,A3c,Global
37226265,Xipholena lamellipennis,2009,2009-05-01,LC,False,False,,Global
37226863,Xipholena lamellipennis,2008,2008-05-01,LC,False,False,,Global
37227443,Xipholena lamellipennis,2004,2004-05-01,LC,False,False,,Global
37227803,Xipholena lamellipennis,2000,2000-05-01,LR/lc,False,False,,Global
37228111,Xipholena lamellipennis,1994,1994-05-01,LR/lc,False,False,,Global
37228630,Xipholena lamellipennis,1988,1988-05-01,LR/lc,False,False,,Global
134693182,Atlantirivulus maricensis,2022,2018-11-07,CR,True,False,B2ab(iii),Global
1339018,Phrynops williamsi,2018,2018-02-19,VU,True,False,A4cd,Global
888243,Myliobatis goodei,2020,2019-06-21,VU,True,False,A2d,Global
5423507,Myliobatis goodei,2009,2007-01-01,DD,False,False,,Global
139564490,Microglanis robustus,2021,2018-11-07,CR,True,False,"B2ab(ii,iii)",Global
46936155,Makaira nigricans,2022,2021-05-10,VU,True,False,A2bd,Global
76596659,Makaira nigricans,2015,2015-04-20,EN,True,False,A2bd,Gulf of Mexico
6743776,Makaira nigricans,2011,2010-09-15,VU,False,False,A2bd,Global
22209830,Phyllomys brasiliensis,2016,2016-06-10,EN,True,False,"B2ab(i,ii,iii)",Global
12819182,Phyllomys brasiliensis,2008,2008-06-30,EN,False,False,B1ab(iii),Global
12819300,Phyllomys brasiliensis,1996,1996-08-01,LR/lc,False,False,,Global
221386350,Crax globulosa,2023,2022-09-22,EN,True,False,C2a(i),Global
92777596,Crax globulosa,2016,2016-10-01,EN,False,False,A2d+3d+4d;C2a(i),Global
48105238,Crax globulosa,2013,2013-11-01,EN,False,False,A2d+3d+4d;C2a(i),Global
37816581,Crax globulosa,2012,2012-05-01,EN,False,False,A2d+3d+4d;C2a(i),Global
26645750,Crax globulosa,2010,2010-05-01,EN,False,False,A2d+3d+4d;C2a(i),Global
26646596,Crax globulosa,2008,2008-05-01,VU,False,False,A2bcd+3bcd+4bcd;C2a(i),Global
26647664,Crax globulosa,2006,2006-05-01,VU,False,False,A2bcd+3bcd;C2a(i),Global
26648851,Crax globulosa,2004,2004-05-01,VU,False,False,A2bcd+3bcd;C2a(i),Global
